Reaction,minimum,maximum
FESR,0,5.74850588950437E-09
FFSD,0,0
FHL,0,0
FLDR2,0,2.01213092021475E-08
FLVR,0,2.01213092021473E-08
FLVRx,0,1.91562321560904E-09
FMETTRS,0,0
FMNAT,0,0
FMNRx,0,1.90064908044897E-09
FMNRx2,0,1.73537518081418E-09
FOMETRi,0,1000
FORCT,0,0
FORt2pp,0,3.99127114596968E-08
FORtex,5.22731761832498E-09,0
FORtppi,0,3.99127114596968E-08
FRD2,0,0.1302519004
FRD3,0,0.1302519004
FRUK,0,0
FRULYSDG,3.80560524872485E-27,0
FRULYSE,0,0
FRULYSK,0,0
FRULYSt2pp,0,0
FRULYStex,0,0
FRUURt2rpp,0,0
FRUURtex,0,0
FRUpts2pp,0,0
FRUptspp,0,0
FRUtex,0,0
FTHFD,0,0.00000002
FTHFLi,0,0.1243880157
FUCtex,3.46050897339121E-10,0
FUCtpp,3.46050897339121E-10,0
FUM,-1.73754251454922E-12,0.00000002
FUMt2_2pp,0,0
FUMt2_3pp,0,0
FUMtex,0,0
FUSAtex,0,3.99215803113515E-08
FUSAtpp,0,3.99215803113515E-08
G1PACT,0,3.80205526774772E-09
G1PPpp,0,0
G1PTT,0,8.01638156897044E-11
G1Ptex,0,0
G1SAT,0,3.71066689588038E-10
G2PP,0,0
G2PPpp,0,0
G3PAT120,0,4.43512461982484E-09
G3PAT140,0,4.43512463668841E-09
G3PAT141,0,4.44356373918708E-09
G3PAT160,0,4.44358203547139E-09
G3PAT161,0,4.4435820354714E-09
G3PAT180,0,4.44358203547139E-09
G3PAT181,0,0.00000001
G3PCabcpp,0,0.000000005
G3PCtex,-3.92322082957339E-26,0
G3PD2,1.04680552199821E-08,0
G3PD5,0,0.000000008
G3PD6,0,0.000000008
G3PD7,0,0.000000008
G3PEabcpp,0,3.07632602455711E-09
G3PEtex,3.45100721537867E-10,0
G3PGabcpp,0,4.20970929676238E-09
G3PGtex,2.92812733426069E-10,0
G3PIabcpp,0,0
G3PItex,0,0
G3PSabcpp,0,0
G3PStex,0,0
G3PT,0,0.00000002
G5SADs,0,0.00000001
G5SD,0,0.00000001
G6PDA,2.27706886690346E-10,0.00000002
G6PDH2r,0.0039575962,0.0051914369
G6PP,0,0.00000002
G6Pt6_2pp,3.46261566598096E-10,0
G6Ptex,3.46261566598096E-10,0
GAL1PPpp,0,0
GAL1Ptex,0,0
GALBDtex,0,0
GALCTD,0,0
GALCTLO,0,0
GALCTND,0,0
GALCTNLt2pp,0,0
GALCTNLtex,0,0
GALCTNt2pp,0,0
GALCTNtex,0,0
GALCTt2rpp,3.3280087157566E-26,0
GALCTtex,3.3280087157566E-26,0
GALKr,8.96691588398487E-26,0
GALM2pp,5.12643446856048E-26,0
GALS3,0,0
GALT1,0,-1.86408115815537E-12
GALTptspp,0,0
GALTtex,0,0
GALURt2rpp,0,0
GALURtex,0,0
GALUi,1.08242100973598E-10,0.00000002
GALabcpp,0,0
GALt2pp,0,0
GALtex,5.23483982701721E-25,0
GAM6Pt6_2pp,0,0
GAMAN6Ptex,5.29592815675457E-18,0
GAMptspp,0,0
GAMtex,0,0
GAPD,0.4548076614,0.4560415021
GARFT,-0.1243879748,-7.32040287323441E-11
GART,0,0.1243879948
GBBTNtex,0,0
GCALDD,0,-0.000000001
GDMANE,0,0
GDPDPK,0,-0.000000001
GDPMNH,0,-0.000000001
GDPMNP,0,-0.000000001
GDPTPDP,0,-0.000000001
GDPtex,0,0
GF6PTA,0,-0.000000001
GGGABADr,0,-2.37946054717739E-10
GGGABAH,0,-2.37946054717739E-10
GGPTRCO,0,-2.37946054717739E-10
GGPTRCS,0,-2.37946054717739E-10
GHBDHx,0,0
GHMT2r,-0.1243879888,-0.1243879958
GK1,0,0.0051928295
GLBRAN2,0,1000
GLCATr,0,0
GLCDpp,0,-3.76636034049403E-10
GLCNt2rpp,3.77387676687839E-10,-3.76636034049403E-10
GLCNtex,3.77387676687839E-10,0
GLCP,0,999.9230313307
GLCP2,0,999.9230313307
GLCRAL,3.55090359210073E-10,0
GLCRD,3.55090359210073E-10,0
GLCRt2rpp,3.55090359210073E-10,0
GLCRtex,3.55090359210073E-10,0
GLCS1,0,999.9230313307
GLCTR1,0,3.91378197167313E-11
GLCTR2,0,3.91378197167313E-11
GLCTR3,0,3.91378197167313E-11
GLCUR1Ptex,4.02894217625492E-10,0
GLCURt2rpp,4.02894217625492E-10,0
GLCURtex,4.02894217625492E-10,0
GLCabcpp,0,-9.2087712455502E-10
GLCptspp,0.2300000419,0.2300000419
GLCt2pp,0,-1.84189474783381E-09
GLCtex,0.0005734319,0.2300000018
GLCtexi,-1.79999998239921E-09,0.2294265681
GLDBRAN2,0,1000
GLGC,0,999.9230313306
GLNS,0,0.00000002
GLNTRS,0,0
GLNabcpp,0,-1.33833382178154E-24
GLNtex,3.40031515905922E-27,0
GLTPD,0,0
GLU5K,0,0.00000001
GLUABUTt7pp,3.40031515905922E-27,1000.0000000005
GLUCYS,0,4.44199665158658E-09
GLUDC,0,3.07607261606215E-09
GLUDy,-0.1243879748,-0.1243879757
GLUN,0,0.00000002
GLUNpp,0,0
GLUPRT,1.13797860023699E-13,1.53885548105476E-09
GLUR,1.04772057353713E-08,0
GLUSy,0,0.00000002
GLUTRR,0,3.78391768383202E-10
GLUTRS,0,3.78391768383202E-10
GLUabcpp,0,0.00000004
GLUt2rpp,-1000,4.44504166807747E-09
GLUt4pp,0,1000.0000000045
GLUtex,4.28375633800462E-10,0
GLXCL,1.43218770176645E-14,1.81952694106535E-09
GLYALDtex,6.53254117466418E-10,0
GLYALDtpp,6.53254117466418E-10,0
GLYAT,-0.1243879888,0.00000002
GLYBabcpp,0,2.50208756503544E-09
GLYBt2pp,0,2.66889340270448E-09
GLYBtex,0,2.66889340270448E-09
GLYC2Pabcpp,0,0
GLYC2Ptex,5.89202090872971E-10,0
GLYC3Pabcpp,0,3.48110987393516E-09
GLYC3Pt6pp,0,3.63995498453128E-09
GLYC3Ptex,5.29536056353845E-10,0
GLYCAt2rpp,5.73092617126971E-10,0
GLYCAtex,5.73092617126971E-10,0
GLYCDx,0,0.00000001
GLYCK,0,1.81986661105765E-09
GLYCK2,0,1.81986661105765E-09
GLYCL,0,0.000000005
GLYCLTDx,0,1.33486771299584E-08
GLYCLTDy,0,0.000000008
GLYCLTt2rpp,-1000,0
GLYCLTt4pp,0,1000
GLYCLTtex,0.000000001,0
GLYCTO2,0,1.33486726857275E-08
GLYCTO3,0,1.33486769920472E-08
GLYCTO4,0,1.33486764752887E-08
GLYCtex,5.89531035100066E-10,0
GLYCtpp,5.23208781220863E-09,5.64015413977315E-10
GLYK,0,0.00000002
GLYOX,0,0.00000001
GLYOX3,0,0.00000001
GLYTRS,0,0
GLYt2pp,0,1000
GLYt2rpp,-1000,0
GLYt4pp,0,1000
GLYtex,5.67297320230864E-11,0
GMAND,0,0
GMHEPAT,0,1.59625685156809E-10
GMHEPK,0,1.59625685156809E-10
GMHEPPA,0,1.59625685156809E-10
GMPR,0,6.67442356746185E-09
GMPS2,0,0.00000001
GMPtex,1.1697080153431E-11,0
GND,-8.18520690228585E-07,0.005191437
GNK,0,-3.72301007869916E-10
GOFUCR,0,0
GP4GH,0,0
GPDDA1,0,0.000000005
GPDDA1pp,0,0
GPDDA2,0,6.67299817717356E-09
GPDDA2pp,0,3.07984531254039E-09
GPDDA3,0,5.72130889886502E-09
GPDDA3pp,0,0
GPDDA4,0,0.000000004
GPDDA4pp,0,6.67486043462923E-09
GPDDA5,0,6.67486043462917E-09
GPDDA5pp,0,0
GRTT,0,2.00390523878968E-11
GRXR,0,0.00000002
GSNK,0,0.0051928495
GSNt2pp,0,0
GSNtex,0,0
GSPMDA,0,0.00000002
GSPMDS,0,0.00000002
GTHOXtex,0,0
GTHOr,0,0.00000002
GTHPi,0,2.50244623433032E-09
GTHRDHpp,0,4.44854530667438E-09
GTHRDabc2pp,6.30693889660748E-16,0.00000001
GTHRDabcpp,0,0.00000001
GTHRDtex,8.21938175248364E-12,0
GTHS,0,4.44928019248736E-09
GTPCI,0,4.9504982200309E-14
GTPCII2,0,2.48904107237325E-14
GTPDPDP,0,0.00000001
GTPDPK,0,0.00000002
GTPHs,0,0.00000001
GTPtex,0,0
GUACYC,-0.00000002,9.7681305826956E-12
GUAD,0,0.00000001
GUAPRT,0,0.0051928495
GUAt2pp,0,0.00000004
GUAtex,2.76751947178437E-11,0
GUAtpp,1.90862749586988E-09,6.82121023838426E-13
GUI1,1.83521874602872E-11,0
GUI2,1.83521874602872E-11,0
GUR1PPpp,1.83521874602872E-11,0
H2O2tex,0,-6.27924866039604E-26
H2Otex,-500.2112230667,-0.2112230618
H2Otpp,-0.2112230868,-0.211223059
H2SO,0,0.000000001
H2St1pp,0,0.000000001
H2Stex,4.57971025156953E-11,0
H2tex,0,0
H2tpp,0,0
HACD1,2.00821447734609E-11,2.50072909139624E-10
HACD2,2.00821447734609E-11,2.50072909139624E-10
HACD3,2.00821447734609E-11,1.10224962383644E-10
HACD4,4.5245314128159E-11,1.10224962383644E-10
HACD5,7.99012994178124E-11,1.10224962383644E-10
HACD6,8.16382841877651E-11,9.87942255438586E-11
HACD7,9.62913095547999E-11,4.80909391169027E-11
HACD8,1.04315585351033E-10,2.74835235746171E-12
HADPCOADH3,1.12435960258598E-11,0
HBZOPT,0,1.26830020502076E-14
HCINNMt2rpp,0,0
HCINNMtex,0,0
HCO3E,-5.61021771942968E-27,0.00000002
HCYSMT,0,3.70919696169774E-10
HCYSMT2,0,0
HDCAtexi,0,0
HDCEAtexi,0,0
HEMEOS,0,1.16361517611279E-14
HEPK1,0,-1.83008582483439E-12
HEPK2,0,-1.83008582483439E-12
HEPT1,0,-1.83008582483439E-12
HEPT2,0,-1.83008582483439E-12
HEPT3,0,-1.83008582483439E-12
HEPT4,0,-1.83008582483439E-12
HETZK,0,0
HEX1,0,-1.84479879622507E-09
HEX4,0,-9.22655881974059E-10
HEX7,0,-1.84531176394821E-09
HEXt2rpp,9.26323531769135E-10,0
HG2abcpp,0,4.00631139827711E-08
HG2t3pp,0,0
HG2tex,0,0
HISTD,0,3.33438338051551E-10
HISTP,0,3.33438338051551E-10
HISTRS,0,0
HISabcpp,0,0.00000004
HISt2rpp,1.84982839917293E-09,3.93792756027537E-12
HIStex,1.56765118573977E-11,3.93792756027537E-12
HKNDDH,1.15081032136801E-11,0
HKNTDH,0,0
HMBS,0,4.64100781665502E-11
HMPK1,0,0
HOMt2pp,0,4.76213904730003E-10
HOMtex,2.20190114911228E-11,0
HOPNTAL,1.19328836467954E-11,0
HPPK2,0,4.55803856779957E-14
HPPPNDO,1.16326853160584E-11,0
HPPPNt2rpp,1.16326853160584E-11,0
HPPPNtex,1.16326853160584E-11,0
HPYRI,-1000,0
HPYRRx,0,1000
HPYRRy,0,1.9744372424035E-08
HSDy,-0.1243879954,-0.1243879958
HSK,0.1243879957,0.1243880024
HSST,1.64938068002001E-11,3.48062633787301E-10
HSTPT,0,3.33584004863496E-10
HXAND,0,0.000000005
HXAtex,1.14065898607935E-11,0
HXCT,0,0.00000002
HXPRT,0,0.00000002
HYD1pp,0,0
HYD2pp,0,0
HYD3pp,0,0
HYPOE,0,0.00000002
HYXNtex,2.49381185070585E-11,0
HYXNtpp,2.49381185070585E-11,0
Htex,-0.292194233,999.7078057686
I2FE2SR,0,9.81255669711678E-11
I2FE2SS,7.36689744983368E-12,7.34142108689606E-11
I2FE2SS2,3.71335765208605E-14,1.42211630297777E-14
I2FE2ST,0,4.78005136051757E-14
I4FE4SR,3.71222140678091E-14,1.4319064695671E-14
I4FE4ST,3.71222140678091E-14,1.4319064695671E-14
ICDHyr,-2.39793537658467E-12,2.66725579599107E-09
ICHORS,-1000,7.59955863270351E-10
ICHORSi,0,1000.0000000008
ICHORT,0,7.59955863270351E-10
ICL,-8.01409576581018E-13,3.63778025114079E-09
ICYSDS,0,1.79213723587569E-10
IDOND,9.36457134059765E-10,-1.64544211589401E-11
IDOND2,0,0.00000002
IDONt2rpp,1.64294291407296E-11,0
IDONtex,1.64294291407296E-11,0
IG3PS,0,3.33536652232431E-10
IGPDH,0,3.33536652232431E-10
IGPS,0,2.09548616710343E-10
ILETA,-2.61607284210747E-10,0
ILETRS,0,0
ILEabcpp,0,0.00000004
ILEt2rpp,-0.00000004,1.36475076160859E-11
ILEtex,-2.61607284210747E-10,1.36475076160859E-11
IMPC,-1.53960201479955E-09,-3.25259497597117E-18
IMPD,0,6.66769091237657E-09
IMPtex,-2.30055473475793E-10,0
INDOLEt2pp,0,1000.0000000002
INDOLEt2rpp,-2.10582549542054E-10,1000
INDOLEtex,-2.10582549542054E-10,0
INOSTt4pp,-2.58493941422821E-26,0
INSH,0,2.0051204912645E-08
INSK,0,0.00000002
INSTtex,-1.07533479631894E-23,0
INSt2pp,0,1000
INSt2rpp,-1000,0
INStex,1.09743626703081E-11,0
IPDDI,1.1637823753808E-11,2.00816048391577E-11
IPDPS,0,2.20897653230735E-10
IPMD,0,2.55560805532721E-10
IPPMIa,1.20974125151319E-11,-3.01425551185488E-14
IPPMIb,1.20974125151319E-11,-3.01425551185488E-14
IPPS,0,2.55487354232325E-10
ISETACabcpp,2.56584750128291E-15,0
ISETACtex,2.56584750128291E-15,0
K2L4Aabcpp,2.49969308029508E-12,1.90654454027483E-11
K2L4Aabctex,2.49969308029508E-12,1.90654454027483E-11
KARA1,1.51440194429905E-11,0
KARA2,0,2.6152091956983E-10
KAS14,0,4.27807882761772E-10
KAS15,0,4.27807882761772E-10
KDOCT2,0,3.7907626817558E-11
KDOPP,0,3.7907626817558E-11
KDOPS,0,3.7907626817558E-11
KG6PDC,3.03160173948089E-27,0
Kabcpp,0,1.33458227570112E-08
Kt2pp,0,0.00000002
Kt3pp,5.26929112273218E-13,0.00000002
Ktex,0,1.10220060807491E-11
L_DASH_LACD2,0,4.45475491721252E-09
L_DASH_LACD3,0,4.45475491721252E-09
L_DASH_LACt2rpp,2.92744799650559E-11,0
L_DASH_LACtex,2.92744799650559E-11,0
LA4NTpp,5.11903474798798E-12,3.67824973877111E-10
LACZ,0,0
LACZpp,0,2.58493941422821E-25
LADGMDH,0,1.60363968370038E-09
LALADGLUtex,0,0
LALADGLUtpp,0,0
LALALGLUtex,0,0
LALALGLUtpp,0,0
LALDO2x,0,5.27595925569991E-10
LALDO3,0,4.45481090166416E-09
LALGP,0,1.60389161373277E-09
LCADi,0,4.45481090166416E-09
LCARR,0,5.27595925569991E-10
LCARS,0,5.14067824914351E-10
LCTSt3ipp,0,0.00000002
LCTStex,0,0
LCTStpp,0,0.00000002
LDH_D,6.17266543190984E-10,0.00000001
LDH_D2,0,1.33642234210302E-08
LEUTAi,0,2.55362671459451E-10
LEUTRS,0,0
LEUabcpp,0,4.00826739418595E-08
LEUt2rpp,1.85179233058721E-09,2.57887003989093E-11
LEUtex,5.00484413672212E-11,2.57887003989093E-11
LGTHL,0,0.00000001
LIPACabcpp,0,6.05417500337459E-11
LIPAHT2ex,0,1.83447313267809E-25
LIPAHTex,0,0
LIPAMPL,3.84193270307696E-12,6.02786069432647E-14
LIPATPT,3.84193270307696E-12,6.02786069432647E-14
LIPAabcpp,1.87621131792322E-12,5.49791229145866E-11
LIPAabctex,2.82727748431211E-27,5.49791229145866E-11
LIPOCT,0,3.68472213873635E-11
LIPOS,-5.1211523567325E-11,3.68472213873635E-11
LIPOt2pp,-3.46434347262705E-11,5.48824592112557E-14
LIPOtex,-3.46434347262705E-11,5.48824592112557E-14
LPADSS,1.51041494412525E-18,1.89750563553792E-11
LPLIPAL1A120pp,0,3.64142429814971E-09
LPLIPAL1A140pp,0,3.64143014085626E-09
LPLIPAL1A141pp,2.52435489670724E-29,4.45063928885174E-09
LPLIPAL1A160pp,0,3.6414391614119E-09
LPLIPAL1A161pp,0,0.000000004
LPLIPAL1A180pp,0,0.000000006
LPLIPAL1A181pp,0,3.64091256941759E-09
LPLIPAL1E120pp,0,3.07876520198175E-09
LPLIPAL1E140pp,0,3.07876520191496E-09
LPLIPAL1E141pp,0,5.71770680355645E-09
LPLIPAL1E160pp,0,4.44708536416986E-09
LPLIPAL1E161pp,0,4.44710529165493E-09
LPLIPAL1E180pp,0,0.00000001
LPLIPAL1E181pp,0,4.44710529165499E-09
LPLIPAL1G120pp,0,9.23629560574497E-09
LPLIPAL1G140pp,0,2.85783685605167E-09
LPLIPAL1G141pp,0,4.44552399830262E-09
LPLIPAL1G160pp,0,0.000000005
LPLIPAL1G161pp,0,2.85783685605166E-09
LPLIPAL1G180pp,0,3.63724690770214E-09
LPLIPAL1G181pp,0,2.85783685605166E-09
LPLIPAL2A120,0,6.66828599745388E-09
LPLIPAL2A140,0,6.15523761874427E-09
LPLIPAL2A141,0,1.33412393097241E-08
LPLIPAL2A160,0,0.00000002
LPLIPAL2A161,-2.18267969649521E-27,0.000000008
LPLIPAL2A180,0,7.27705349388353E-09
LPLIPAL2A181,0,0.000000008
LPLIPAL2ATE120,0,0
LPLIPAL2ATE140,0,0
LPLIPAL2ATE141,0,0
LPLIPAL2ATE160,0,0
LPLIPAL2ATE161,0,0.00000001
LPLIPAL2ATE180,0,0
LPLIPAL2ATE181,0,0
LPLIPAL2ATG120,0,1.33412647380155E-08
LPLIPAL2ATG140,0,0
LPLIPAL2ATG141,0,0
LPLIPAL2ATG160,0,6.67063236900771E-09
LPLIPAL2ATG161,0,0
LPLIPAL2ATG180,0,9.6504404797854E-25
LPLIPAL2ATG181,0,6.67063236881509E-09
LPLIPAL2E120,0,0.00000001
LPLIPAL2E140,0,1.33412647368593E-08
LPLIPAL2E141,0,0.000000004
LPLIPAL2E160,0,1.04444712154344E-08
LPLIPAL2E161,0,1.33457132197211E-08
LPLIPAL2E180,0,8.4288715071925E-09
LPLIPAL2E181,0,0.000000004
LPLIPAL2G120,0,6.67154759323624E-09
LPLIPAL2G140,0,3.32419800019856E-09
LPLIPAL2G141,0,6.13698093354604E-09
LPLIPAL2G160,0,5.50212083697232E-09
LPLIPAL2G161,0,0.00000001
LPLIPAL2G180,0,6.38246017131001E-09
LPLIPAL2G181,0,4.43226400785417E-09
LSERDHr,0,0.1243880057
LYSDC,0,2.73221753623657E-10
LYSTRS,0,0
LYSabcpp,0,1.32967920096847E-08
LYSt2pp,0,1.9945188014527E-08
LYSt3pp,-2.58493941422821E-26,1.9945188014527E-08
LYStex,-2.74276655338982E-10,0
LYXI,0,0
LYXt2pp,-7.47329018766968E-26,0
LYXtex,-7.47329018766968E-26,0
M1PD,0,0
MACPD,0,1.99451880145271E-08
MALCOAMT,-3.72515532045845E-14,2.02489218421594E-10
MALDDH,0,0
MALDt2_2pp,0,0
MALDtex,0,0
MALS,-3.67842658796351E-16,2.34996366001939E-09
MALTATr,0,0
MALTHXabcpp,0,0
MALTHXtexi,2.57593946173529E-12,0
MALTPTabcpp,0,0
MALTPTtexi,0,0
MALTTRabcpp,0,0
MALTTRtexi,0,0
MALTTTRabcpp,0,0
MALTTTRtexi,0,0
MALTabcpp,0,0
MALTptspp,0,0
MALTtexi,0,0
MALt2_2pp,0,1.33210674403804E-08
MALt2_3pp,0,0.00000001
MALt3pp,0,1.33210674403804E-08
MALtex,2.97384808852862E-11,0
MAN1PT2,0,0.00000002
MAN6PI,1.56127310298882E-11,0
MAN6Pt6_2pp,1.54837001949304E-11,0
MAN6Ptex,1.54837001949304E-11,0
MANAO,0,3.84261560780228E-10
MANGLYCptspp,1.0892603044108E-11,0
MANGLYCtex,1.0892603044108E-11,0
MANPGH,1.0892603044108E-11,0
MANptspp,0,0
MANtex,0,0
MCITD,0,0.00000001
MCITL2,0,0.00000001
MCITS,0,0.00000001
MCOATA,-7.50551140471261E-14,0.00000002
MCPST,0,0
MCTP1App,0,0.000000001
MCTP1Bpp,0,0.000000001
MCTP2App,0,6.05478872426879E-10
MDDCP1pp,0,9.0821830864032E-10
MDDCP2pp,5.07933791232009E-16,6.0547887242688E-10
MDDCP3pp,0,9.08218308640319E-10
MDDCP4pp,0,2.49760034876089E-09
MDDCP5pp,0,0.000000001
MDDEP1pp,0,9.09280634331705E-10
MDDEP2pp,6.57256214360995E-16,9.3042790605064E-10
MDDEP3pp,0,9.09281817276762E-10
MDDEP4pp,6.19896824307032E-16,6.06187878184508E-10
MDH,-0.101653504,-0.1004196038
MDH2,-2.32986366758421E-16,1.3337895852932E-08
MDH3,0,1.33378960859183E-08
ME1,-4.44E-16,0.00000002
ME2,0.1004196247,0.1016535045
MECDPDH5,0,2.20312952339055E-10
MECDPS,0,2.20312952339055E-10
MELIBt2pp,0,0.00000002
MELIBt3ipp,0,0.00000002
MELIBtex,7.68244492364754E-12,0
MEOHtex,3.90955736919957E-12,1.07421650000808E-10
MEOHtrpp,3.90955736919957E-12,1.07421650000808E-10
MEPCT,0,2.20368567946122E-10
METAT,0,3.70619864273022E-10
METDabcpp,0,0
METDtex,0,0
METOX1s,0,2.50159388890275E-09
METOX2s,0,2.50159388890275E-09
METS,0,6.01887251465324E-10
METSOX1abcpp,0,0
METSOX1tex,0,0
METSOX2abcpp,0,7.60672275541114E-27
METSOX2tex,0,7.60672275541114E-27
METSOXR1,0,2.50159388890275E-09
METSOXR2,0,2.50159388890275E-09
METTRS,0,0
METabcpp,0,0
METtex,0,0
MG2t3_2pp,8.83917287256123E-10,4.90327736028928E-13
MG2tex,0,4.90327736028928E-13
MG2tpp,0,0.00000002
MG2uabcpp,0,0.00000001
MGSA,0,0.00000001
MI1PP,0,0
MICITDr,0,0.00000001
MINCYCtex,0,0.00000004
MINCYCtpp,0,0.00000004
MINOHPtexi,0,0
MLDCP1App,0,9.31682775139601E-10
MLDCP1Bpp,0,1.7418417100436E-09
MLDCP2App,0,1.90773139671442E-09
MLDCP2Bpp,0,0.000000001
MLDCP3App,0,0.000000001
MLDEP1pp,0,0.000000001
MLDEP2pp,0,9.31682775139602E-10
MLTG1,0,0
MLTG2,0,0
MLTG3,0,0.00000002
MLTG4,0,0.00000002
MLTG5,0,0.00000002
MLTGY1pp,0,9.10508166613702E-10
MLTGY2pp,0,0.000000005
MLTGY3pp,4.27735869163277E-15,0.000000001
MLTGY4pp,2.13922381270376E-15,6.07005444409134E-10
MLTP1,9.37705232503245E-10,0
MLTP2,9.3769886454373E-10,0
MLTP3,9.3769886454373E-10,0
MMCD,2.08377525454161E-10,0.00000001
MMETt2pp,1.41007351413905E-11,8.75388650456443E-11
MMETtex,1.41007351413905E-11,8.75388650456443E-11
MMM,0,0.00000001
MN2t3pp,0,4.0062359331003E-08
MN2tpp,0,4.0062359331003E-08
MN6PP,0,0.00000002
MNLptspp,1.47669112526571E-11,0
MNLtex,1.47669112526571E-11,0
MNNH,0,0
MNt2pp,0,0.00000002
MNtex,0,3.76024768170385E-14
MOADSUx,0,2.66529391310456E-14
MOAT,0,1.88706355774861E-11
MOAT2,0,1.88706355774861E-11
MOAT3C,0,1.09027125435451E-11
MOBDabcpp,0,-3.38532599955956E-16
MOBDtex,0,-3.38532599955956E-16
MOCDS,0,-1.72972861291364E-17
MOCOS,0,-3.21235313826819E-16
MOGDS,0,-1.72972861291364E-17
MOHMT,0,-3.16770493389227E-14
MOX,9.18333853405784E-10,-1.33293053182295E-10
MPTAT,0,-6.1597382851709E-16
MPTG,8.07793566946316E-28,-4.43672433448314E-11
MPTG2,0,-2.82337003103472E-11
MPTS,0,-6.42276979604126E-16
MPTSS,0,-1.28455395920825E-15
MSAR,0,-2.19297469021878E-11
MSO3abcpp,0,0
MSO3tex,0,0
MTAN,0,-1.18077464122284E-11
MTHFC,-0.1243879954,-0.124387996
MTHFD,-0.1243879954,-0.124387996
MTHFR2,0,-2.43822148258192E-11
MTHTHFSs,5.64158129621706E-12,-1.73836161258156E-11
MTRPOX,0,0
N2Otex,0,0
N2Otpp,0,0
NACODA,0,-3.12409065746924E-10
NACtex,1.5384792744372E-11,-1.73560592081625E-11
NACtpp,1.5384792744372E-11,-1.73560592081625E-11
NADDP,0,-9.34990902690748E-10
NADH10,0,-6.23327268460496E-10
NADH16pp,-9.86150683216655E-14,0.1302519004
NADH17pp,0,0.1302519004
NADH18pp,0,0.1302519004
NADH5,-1.05479385524576E-11,-7.12226986750862E-10
NADH9,0,-7.01679048198405E-10
NADK,0,-1.05177586865596E-09
NADN,0,-3.5060073363033E-10
NADPHQR2,0,-4.20720880356387E-10
NADPHQR3,0,-4.20720880356387E-10
NADPHQR4,0,-4.20720880356387E-10
NADPPPS,0,-1.05180220089099E-09
NADS1,0,-5.25787413607781E-10
NADTRHD,-3.14128402467303E-08,-3.24650971949721E-08
NAMNPP,0,-2.6421566991896E-10
NAt3_1p5pp,0,-2.10695816349471E-09
NAt3_2pp,0,-2.1110011516613E-09
NAt3pp,0,1000
NAtex,5.11564642772048E-14,2.14581293502648E-13
NDPK1,-1000.00000002,0.1060966832
NDPK2,-6.46234853557053E-27,0.00000002
NDPK3,3.11824048064103E-10,0.00000002
NDPK4,0,0.00000002
NDPK5,-0.0051928495,0.00000002
NDPK6,0,0.00000001
NDPK7,-0.00000002,0.00000002
NDPK8,-0.0051928495,0.00000002
NH4tex,-3.63891427268546E-09,3.13838314774682E-09
NH4tpp,-3.6389143756335E-09,0.00000002
NHFRBO,0,2.85839249509839E-09
NI2abcpp,0,0.00000002
NI2t3pp,0,0.00000004
NI2tex,0,1.93387123671296E-14
NI2tpp,0,0.00000004
NI2uabcpp,0,1.33367617337574E-08
NMNAT,0,0.00000002
NMNDA,0,0.00000001
NMNN,0,0.000000005
NMNPtpp,0,1.37817770937262E-13
NMNt7pp,0,1.37814923815042E-13
NMNtex,-3.63901221124923E-10,1.37817770937262E-13
NNAM,0,0.000000005
NNATr,-8.88178419700125E-16,0.00000001
NNDMBRT,0,0
NNDPR,0,1.74795050533912E-10
NO2t2rpp,0,0
NO2tex,0,0
NO3R1bpp,0,0
NO3R1pp,0,-6.90075870986793E-24
NO3R2bpp,0,0
NO3R2pp,0,-6.97933641841617E-24
NO3t7pp,0,0
NO3tex,0,0
NODOx,0,-3.45037935493396E-24
NODOy,0,-3.48966820920809E-24
NOVBCNtex,0,0.00000004
NOVBCNtpp,0,0.00000004
NOtex,3.08148791101958E-33,0
NOtpp,3.08148791101958E-33,0
NTD1,0,0.00000002
NTD10,0,0.00000002
NTD10pp,0,0
NTD11,0,0.00000002
NTD11pp,0,0
NTD12,0,0.00000002
NTD12pp,0,0
NTD1pp,0,0
NTD2,0,0.00000002
NTD2pp,0,0
NTD3,0,0.00000001
NTD3pp,0,0
NTD4,0,0.00000002
NTD4pp,0,0
NTD5,-1.76674473512252E-12,0.00000002
NTD5pp,0,0
NTD6,0,0.0051928495
NTD6pp,-2.57648920409628E-25,0
NTD7,0,0.00000002
NTD7pp,0,0
NTD8,0,0.0051928495
NTD8pp,0,0
NTD9,0,0.00000002
NTD9pp,0,0
NTP1,0,0.00000002
NTP10,0,0.00000002
NTP11,0,0
NTP12,0,0
NTP3,0,0.00000002
NTP3pp,0,0
NTP5,0,0.00000002
NTPP1,0,0.00000002
NTPP10,0,0.00000002
NTPP11,0,0.00000002
NTPP2,0,0.00000002
NTPP3,0,0.00000002
NTPP4,0,0.00000002
NTPP5,0,0.00000002
NTPP6,0,0.00000002
NTPP7,0,0.00000002
NTPP8,0,0.00000002
NTPP9,0,0.00000002
NTPTP1,0,0.0051928495
NTPTP2,0,0.00000002
NTRIR2x,0,0.000000002
NTRIR3pp,0,3.33608105648628E-09
NTRIR4pp,0,3.33608105648628E-09
O16A4COLIPAabctex,-1.1949533844827E-11,1.890346055524E-14
O16A4Lpp,-1.1949533844827E-11,1.890346055524E-14
O16AP1pp,-1.98582168120635E-14,1.00235649802265E-11
O16AP2pp,-1.22160955129997E-11,1.82783013151644E-14
